Timestamp,لدي مشكلة في عضلة القلب، و الطييب سيقوم بشرح المشكلة لي، لذلك افضل ان  :,أنهيت مسابقة أو اختبار و أود الحصول على ملاحظات عن طريق..,عندما أتعلم ، أفضل أن :,عندما أريد أن أتعلم لعبة جديدة أو لعبة ورق، فإنني..,عندما ارغب في ايجاد الطريق إلى متجر أوصى به أحد الأصدقاء ، فإنني,"يحتوي موقع الويب على مقطع فيديو يوضح كيفية عمل رسم بياني أو مخطط خاص. هناك شخص يتحدث ، وبعض القوائم والكلمات تصف ما يجب فعله وبعض الرسوم البيانية. سوف أتعلم أكثر من: 
",أريد أن أتعلم القيام بشيء جديد باستخدام جهاز الكمبيوتر ، أود أن :,تريد توفير المال و لديك عدة خيارات، لذلك ..,عند اختيارك لمهنتك أو مجال دراستك، فالامور التي تفضلها هي ...,أرغب بشراء او استئجار منزل أو شقة ، قبل زيارته أود ان ...,أفضل مدرس هو الذي يستخدم:,أريد أن أتعلم كيفية التقاط صور أفضل، أود:,عندما أتعلم من الإنترنت، أحب:,أريد أن أتعرف على مشروع جديد ، أود أن أسأل عن :,"
تريد معرفة المزيد عن الجولة التي ستقوم بها. لذلك تود :",أريد تجميع طاولة خشبية ، سوف أتعلم كيفية القيام بذلك بشكل أفضل من : 
10/17/2020 11:36:24,"يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يشرح لي سبب المشكلة بنفسه","باستخدام الرسوم البيانية التي تبين ما حققته, استخدام وثف مكتوب عن نتائجي","أستخدم الأمثلة و التطبيقات, أقرأ الكتب و المقالات","أقرأ الإرشادات, أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أسال احدهم ليخبرني عن الاتجاهات, أستخدم الخريطة","مشاهدة الإجراءات, قراءة الكلمات","أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, اتبع الرسوم البيانية","أناقش كل الأمثلة باستخدام معلوماتي المالية, أتحدث مع الخبراء حول الخيارات, أستخدم رسوم بيانية التي تعرض خيارات مختلفة لفترات زمنية مختلفة","حسن استخدام الكلمات في المراسلات( الاتصالات الكتابية), تطبيق معرفتي في مواقف حقيقة","مشاهده فيديو للمتلكات, المناقشة مع المالك, أرى مخطط يوضح الغرف و خريطة للمنطقة, وصف مطبوع للغرف و الميزات","العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية, نشرات أو كتب أو قراءات, مخططات ، خرائط ، رسوم بيانية","استخدام التعليمات المكتوبة حول ما يجب القيام به, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","التصميم و الميزات البصرية, مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, مشاهدة أوصاف و تفسيرات مثيرة للاهتمام","فرصة لمناقشة الموضوع, أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف, تقرير يصف السمات الرئيسية للمشروع","تستخدم الخريطة وأرى أين توجد الأماكن, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة, أقرأ عن الجولة في خط سير الرحلة","مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة, مخططات توضح كل مرحلة من مراحل التجميع, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/17/2020 11:51:41,"يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يقترح لي مقالا لأقرأه، يساعدني في فهم سبب المشكلة",باستخدام الرسوم البيانية التي تبين ما حققته,أستخدم الأمثلة و التطبيقات,"أقرأ الإرشادات, أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة",أسال احدهم ليخبرني عن الاتجاهات,الاستماع,"أقرأ التعليمات المكتوبة التي تأتي مع البرنامج, أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ",أقرأ كتيب يصف الخيارات بالتفصيل,تطبيق معرفتي في مواقف حقيقة,"المناقشة مع المالك, وصف مطبوع للغرف و الميزات",سؤال و جواي ، حديث ، مناقشة جماعية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة أوصاف و تفسيرات مثيرة للاهتمام,أمثلة ليتم استخدام المشروع بنجاح,"تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أقرأ عن الجولة في خط سير الرحلة","نصيحة شخص فعل ذلك من قبل, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/17/2020 12:06:30,"يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يشرح لي سبب المشكلة بنفسه","استخدام أمثلة نن اعمال قمت بها سابقا, مناقشة الافكار مع شخص ما, استخدام وثف مكتوب عن نتائجي","أستخدم الأمثلة و التطبيقات, أقرأ الكتب و المقالات, أحب التحدث عن الأشياء","أقرأ الإرشادات, أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها","أسال احدهم ليخبرني عن الاتجاهات, أستخدم الخريطة","مشاهدة الإجراءات, قراءة الكلمات","أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, اتحدث مع شخص يعرف البرنامج","أناقش كل الأمثلة باستخدام معلوماتي المالية, أتحدث مع الخبراء حول الخيارات, أقرأ كتيب يصف الخيارات بالتفصيل","التواصل مع الآخرين و مناقشتهم, تطبيق معرفتي في مواقف حقيقة",أرى مخطط يوضح الغرف و خريطة للمنطقة,"العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية","استخدام التعليمات المكتوبة حول ما يجب القيام به, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات","أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف","تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, تستخدم الخريطة وأرى أين توجد الأماكن","مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/17/2020 12:21:48,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,أقرأ الإرشادات,أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه,الاستماع,أقرأ التعليمات المكتوبة التي تأتي مع البرنامج,أناقش كل الأمثلة باستخدام معلوماتي المالية,تطبيق معرفتي في مواقف حقيقة,"مشاهده فيديو للمتلكات, المناقشة مع المالك",العروض التوضيحية أو الجلسات العملية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,تقرير يصف السمات الرئيسية للمشروع,تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة,التعليمات المكتوبة التي تأتي مع قطع الطاولة
10/17/2020 12:26:54,يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,"أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أسال احدهم ليخبرني عن الاتجاهات",الاستماع,اتحدث مع شخص يعرف البرنامج,أناقش كل الأمثلة باستخدام معلوماتي المالية,تطبيق معرفتي في مواقف حقيقة,"مشاهده فيديو للمتلكات, وصف مطبوع للغرف و الميزات",العروض التوضيحية أو الجلسات العملية,"استخدام التعليمات المكتوبة حول ما يجب القيام به, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","التصميم و الميزات البصرية, مشاهدة مقاطع فيديو حول كيفية صنع الأشياء","أمثلة ليتم استخدام المشروع بنجاح, تقرير يصف السمات الرئيسية للمشروع","تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة","نصيحة شخص فعل ذلك من قبل, مخططات توضح كل مرحلة من مراحل التجميع"
10/17/2020 12:46:31,يشرح لي سبب المشكلة بنفسه,استخدام أمثلة نن اعمال قمت بها سابقا,"أستخدم الأمثلة و التطبيقات, أقرأ الكتب و المقالات","أقرأ الإرشادات, أستخدم الرسوم البيانية التي تشرح المراحل و الحركات و الاستراتيجيات المختلفة في اللعبة",أكتب اتجاهات الشارع التي يجب ان أتذكرها,"الاستماع, مشاهدة الإجراءات, رؤية المخططات, قراءة الكلمات",أقرأ التعليمات المكتوبة التي تأتي مع البرنامج,"أناقش كل الأمثلة باستخدام معلوماتي المالية, أستخدم رسوم بيانية التي تعرض خيارات مختلفة لفترات زمنية مختلفة","العمل مع التصاميم أو الخرائط أو الرسوم البيانية, حسن استخدام الكلمات في المراسلات( الاتصالات الكتابية)","المناقشة مع المالك, أرى مخطط يوضح الغرف و خريطة للمنطقة","العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية, نشرات أو كتب أو قراءات, مخططات ، خرائط ، رسوم بيانية","استخدام التعليمات المكتوبة حول ما يجب القيام به, استخدام الرسوم البيانية التي توضح الكاميرا و ما يقوم به كل جزء, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","التصميم و الميزات البصرية, مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات, مشاهدة أوصاف و تفسيرات مثيرة للاهتمام","فرصة لمناقشة الموضوع, أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف, تقرير يصف السمات الرئيسية للمشروع","تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, تستخدم الخريطة وأرى أين توجد الأماكن, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة","مخططات توضح كل مرحلة من مراحل التجميع, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/17/2020 13:02:00,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,أستخدم الخريطة,الاستماع,أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ,أقرأ كتيب يصف الخيارات بالتفصيل,التواصل مع الآخرين و مناقشتهم,المناقشة مع المالك,سؤال و جواي ، حديث ، مناقشة جماعية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,تقرير يصف السمات الرئيسية للمشروع,تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة,مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/17/2020 13:09:12,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,أقرأ الكتب و المقالات,أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,أسال احدهم ليخبرني عن الاتجاهات,مشاهدة الإجراءات,اتحدث مع شخص يعرف البرنامج,أقرأ كتيب يصف الخيارات بالتفصيل,تطبيق معرفتي في مواقف حقيقة,المناقشة مع المالك,العروض التوضيحية أو الجلسات العملية,طرح الأسئلة و التحدث عن الكاميرا و مميزاتها,التصميم و الميزات البصرية,تقرير يصف السمات الرئيسية للمشروع,أقرأ عن الجولة في خط سير الرحلة,مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/17/2020 13:24:35,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,"أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أسال احدهم ليخبرني عن الاتجاهات",قراءة الكلمات,"أقرأ التعليمات المكتوبة التي تأتي مع البرنامج, أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ",أناقش كل الأمثلة باستخدام معلوماتي المالية,تطبيق معرفتي في مواقف حقيقة,وصف مطبوع للغرف و الميزات,"العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية",استخدام الرسوم البيانية التي توضح الكاميرا و ما يقوم به كل جزء,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,أمثلة ليتم استخدام المشروع بنجاح,تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة,مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/17/2020 13:25:33,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,أسال احدهم ليخبرني عن الاتجاهات,مشاهدة الإجراءات,أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ,أناقش كل الأمثلة باستخدام معلوماتي المالية,"التواصل مع الآخرين و مناقشتهم, تطبيق معرفتي في مواقف حقيقة",وصف مطبوع للغرف و الميزات,العروض التوضيحية أو الجلسات العملية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,أمثلة ليتم استخدام المشروع بنجاح,تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة,التعليمات المكتوبة التي تأتي مع قطع الطاولة
10/17/2020 13:29:20,يشرح لي سبب المشكلة بنفسه,"مناقشة الافكار مع شخص ما, استخدام وثف مكتوب عن نتائجي",أستخدم الأمثلة و التطبيقات,"أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أستخدم الخريطة","الاستماع, مشاهدة الإجراءات, رؤية المخططات","أقرأ التعليمات المكتوبة التي تأتي مع البرنامج, أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, اتحدث مع شخص يعرف البرنامج",أناقش كل الأمثلة باستخدام معلوماتي المالية,"التواصل مع الآخرين و مناقشتهم, تطبيق معرفتي في مواقف حقيقة","مشاهده فيديو للمتلكات, المناقشة مع المالك",سؤال و جواي ، حديث ، مناقشة جماعية,استخدام التعليمات المكتوبة حول ما يجب القيام به,الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات,"فرصة لمناقشة الموضوع, أمثلة ليتم استخدام المشروع بنجاح","تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة, أقرأ عن الجولة في خط سير الرحلة",التعليمات المكتوبة التي تأتي مع قطع الطاولة
10/17/2020 13:33:39,يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,أسال احدهم ليخبرني عن الاتجاهات,الاستماع,أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ,أتحدث مع الخبراء حول الخيارات,العمل مع التصاميم أو الخرائط أو الرسوم البيانية,أرى مخطط يوضح الغرف و خريطة للمنطقة,العروض التوضيحية أو الجلسات العملية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,التصميم و الميزات البصرية,تقرير يصف السمات الرئيسية للمشروع,إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة,مخططات توضح كل مرحلة من مراحل التجميع
10/17/2020 13:38:09,"يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يقترح لي مقالا لأقرأه، يساعدني في فهم سبب المشكلة, يشرح لي سبب المشكلة بنفسه",استخدام وثف مكتوب عن نتائجي,"أقرأ الكتب و المقالات, أحب التحدث عن الأشياء",أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,"أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أسال احدهم ليخبرني عن الاتجاهات","الاستماع, رؤية المخططات",أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ,"أتحدث مع الخبراء حول الخيارات, أستخدم رسوم بيانية التي تعرض خيارات مختلفة لفترات زمنية مختلفة",تطبيق معرفتي في مواقف حقيقة,"أرى مخطط يوضح الغرف و خريطة للمنطقة, وصف مطبوع للغرف و الميزات","العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية","استخدام التعليمات المكتوبة حول ما يجب القيام به, استخدام الرسوم البيانية التي توضح الكاميرا و ما يقوم به كل جزء","مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, مشاهدة أوصاف و تفسيرات مثيرة للاهتمام",تقرير يصف السمات الرئيسية للمشروع,"تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أقرأ عن الجولة في خط سير الرحلة","نصيحة شخص فعل ذلك من قبل, مخططات توضح كل مرحلة من مراحل التجميع"
10/17/2020 13:40:43,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,"أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أستخدم الخريطة","مشاهدة الإجراءات, رؤية المخططات",أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ,أناقش كل الأمثلة باستخدام معلوماتي المالية,"العمل مع التصاميم أو الخرائط أو الرسوم البيانية, تطبيق معرفتي في مواقف حقيقة",أرى مخطط يوضح الغرف و خريطة للمنطقة,"العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية, نشرات أو كتب أو قراءات, مخططات ، خرائط ، رسوم بيانية","طرح الأسئلة و التحدث عن الكاميرا و مميزاتها, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","التصميم و الميزات البصرية, مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات","فرصة لمناقشة الموضوع, أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف, تقرير يصف السمات الرئيسية للمشروع","تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أقرأ عن الجولة في خط سير الرحلة","مخططات توضح كل مرحلة من مراحل التجميع, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/17/2020 13:51:05,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها,أسال احدهم ليخبرني عن الاتجاهات,مشاهدة الإجراءات,اتحدث مع شخص يعرف البرنامج,"أتحدث مع الخبراء حول الخيارات, أستخدم رسوم بيانية التي تعرض خيارات مختلفة لفترات زمنية مختلفة",التواصل مع الآخرين و مناقشتهم,أرى مخطط يوضح الغرف و خريطة للمنطقة,"سؤال و جواي ، حديث ، مناقشة جماعية, مخططات ، خرائط ، رسوم بيانية","استخدام الرسوم البيانية التي توضح الكاميرا و ما يقوم به كل جزء, طرح الأسئلة و التحدث عن الكاميرا و مميزاتها","التصميم و الميزات البصرية, مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات, مشاهدة أوصاف و تفسيرات مثيرة للاهتمام","أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف, تقرير يصف السمات الرئيسية للمشروع",تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة,"نصيحة شخص فعل ذلك من قبل, مخططات توضح كل مرحلة من مراحل التجميع"
10/17/2020 13:55:52,"يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة, يشرح لي سبب المشكلة بنفسه",استخدام وثف مكتوب عن نتائجي,"أستخدم الأمثلة و التطبيقات, ابحث عن الانماط",أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,أستخدم الخريطة,"الاستماع, مشاهدة الإجراءات","أقرأ التعليمات المكتوبة التي تأتي مع البرنامج, اتحدث مع شخص يعرف البرنامج",أتحدث مع الخبراء حول الخيارات,تطبيق معرفتي في مواقف حقيقة,أرى مخطط يوضح الغرف و خريطة للمنطقة,"العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية","طرح الأسئلة و التحدث عن الكاميرا و مميزاتها, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, مشاهدة أوصاف و تفسيرات مثيرة للاهتمام","أمثلة ليتم استخدام المشروع بنجاح, تقرير يصف السمات الرئيسية للمشروع","تستخدم الخريطة وأرى أين توجد الأماكن, إلقاء نظرة على تفاصيل حول الأجذاث البارزة و الأنشطة في الجولة",التعليمات المكتوبة التي تأتي مع قطع الطاولة
10/17/2020 14:18:09,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة,أستخدم الخريطة,مشاهدة الإجراءات,أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ,أناقش كل الأمثلة باستخدام معلوماتي المالية,تطبيق معرفتي في مواقف حقيقة,أرى مخطط يوضح الغرف و خريطة للمنطقة,سؤال و جواي ، حديث ، مناقشة جماعية,استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,تقرير يصف السمات الرئيسية للمشروع,أقرأ عن الجولة في خط سير الرحلة,مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/17/2020 14:23:41,يشرح لي سبب المشكلة بنفسه,مناقشة الافكار مع شخص ما,"أستخدم الأمثلة و التطبيقات, أقرأ الكتب و المقالات, ابحث عن الانماط","أقرأ الإرشادات, أستمع إلى شحض يشرح اللعبة و أطرح عليه الأسئلة",أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه,رؤية المخططات,"أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, اتحدث مع شخص يعرف البرنامج",أستخدم رسوم بيانية التي تعرض خيارات مختلفة لفترات زمنية مختلفة,"العمل مع التصاميم أو الخرائط أو الرسوم البيانية, التواصل مع الآخرين و مناقشتهم, حسن استخدام الكلمات في المراسلات( الاتصالات الكتابية), تطبيق معرفتي في مواقف حقيقة","أرى مخطط يوضح الغرف و خريطة للمنطقة, وصف مطبوع للغرف و الميزات","سؤال و جواي ، حديث ، مناقشة جماعية, مخططات ، خرائط ، رسوم بيانية",استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها,"التصميم و الميزات البصرية, مشاهدة أوصاف و تفسيرات مثيرة للاهتمام","فرصة لمناقشة الموضوع, أمثلة ليتم استخدام المشروع بنجاح, مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف, تقرير يصف السمات الرئيسية للمشروع","تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, أقرأ عن الجولة في خط سير الرحلة","مخططات توضح كل مرحلة من مراحل التجميع, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/17/2020 14:30:35,يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة,استخدام أمثلة نن اعمال قمت بها سابقا,أستخدم الأمثلة و التطبيقات,"أقرأ الإرشادات, أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها","أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أسال احدهم ليخبرني عن الاتجاهات, أستخدم الخريطة, أكتب اتجاهات الشارع التي يجب ان أتذكرها",الاستماع,"أقرأ التعليمات المكتوبة التي تأتي مع البرنامج, اتحدث مع شخص يعرف البرنامج","أناقش كل الأمثلة باستخدام معلوماتي المالية, أتحدث مع الخبراء حول الخيارات","التواصل مع الآخرين و مناقشتهم, تطبيق معرفتي في مواقف حقيقة","مشاهده فيديو للمتلكات, المناقشة مع المالك","العروض التوضيحية أو الجلسات العملية, سؤال و جواي ، حديث ، مناقشة جماعية","طرح الأسئلة و التحدث عن الكاميرا و مميزاتها, استخدام أمثلة للصور الجيدة و الضعيفة التي تزضح كيفية تحسينها","مشاهدة مقاطع فيديو حول كيفية صنع الأشياء, الاستماع إلى القنوات الصوتية حيث يمكنني الاستماع إلى البودكاست أو المقابلات","فرصة لمناقشة الموضوع, تقرير يصف السمات الرئيسية للمشروع",أقرأ عن الجولة في خط سير الرحلة,"مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
10/17/2020 14:37:12,يستخدم نموذجا بلاستيكيا ليشرح لي سبب المشكلة,مناقشة الافكار مع شخص ما,أستخدم الأمثلة و التطبيقات,أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها,أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه,مشاهدة الإجراءات,أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ,أناقش كل الأمثلة باستخدام معلوماتي المالية,التواصل مع الآخرين و مناقشتهم,وصف مطبوع للغرف و الميزات,العروض التوضيحية أو الجلسات العملية,طرح الأسئلة و التحدث عن الكاميرا و مميزاتها,مشاهدة مقاطع فيديو حول كيفية صنع الأشياء,مخططات لإظهار مراحل المشروع مع رسوم بيانية للفوائد و التكاليف,تستخدم الخريطة وأرى أين توجد الأماكن,مشاهدة فيديو لشخص يقوم بتجميع طاولة مماثلة
10/17/2020 14:47:14,يشرح لي سبب المشكلة بنفسه,"استخدام أمثلة نن اعمال قمت بها سابقا, باستخدام الرسوم البيانية التي تبين ما حققته","أستخدم الأمثلة و التطبيقات, ابحث عن الانماط",أشاهد الآخرين يلعبون اللعبة قبل أن أنضم اليها,"أكتشف مكان المتجر بالنسبة إلى مكان آخر أعرفه, أستخدم الخريطة","الاستماع, رؤية المخططات","أبدأ في استخدامه و أتعلم عن طريق التجربة و الخطأ, اتحدث مع شخص يعرف البرنامج",أناقش كل الأمثلة باستخدام معلوماتي المالية,التواصل مع الآخرين و مناقشتهم,"أرى مخطط يوضح الغرف و خريطة للمنطقة, وصف مطبوع للغرف و الميزات","العروض التوضيحية أو الجلسات العملية, مخططات ، خرائط ، رسوم بيانية",استخدام الرسوم البيانية التي توضح الكاميرا و ما يقوم به كل جزء,"التصميم و الميزات البصرية, مشاهدة مقاطع فيديو حول كيفية صنع الأشياء","أمثلة ليتم استخدام المشروع بنجاح, تقرير يصف السمات الرئيسية للمشروع","تتحدث مع الشخص المخطط للجولة أو مع الأشخاص الذين يقومون بالجولة, تستخدم الخريطة وأرى أين توجد الأماكن","مخططات توضح كل مرحلة من مراحل التجميع, التعليمات المكتوبة التي تأتي مع قطع الطاولة"
